sim_n	seed	popsize_2N	iniCN	selCoeff	time_g	exchg_r	mean	median	mode	sd	alpha	beta	p_val	class
7234	615636672	5000	500	0.000000	1000	0.380553	347.2744 	 305 	 237 	 222.8208 	 2.428688 	 0.006994799 	 0.000125043 	 0 
7235	616040040	5000	500	0.000000	1000	0.645887	400.003 	 352 	 393 	 257.3508 	 2.399079 	 0.005996498 	 0.001076486 	 0 
7236	616577864	5000	500	0.000000	1000	0.277942	611.038 	 546 	 546 	 369.018 	 2.658822 	 0.004351042 	 0.0009209979 	 0 
7237	617065267	5000	500	0.000000	1000	0.890360	470.1538 	 404 	 307 	 315.4843 	 2.248942 	 0.004783878 	 0.0002716346 	 0 
7238	617754354	5000	500	0.000000	1000	0.838185	562.0278 	 487 	 320 	 369.5652 	 2.323542 	 0.004133533 	 0.005387613 	 0 
7239	618426634	5000	500	0.000000	1000	0.483638	233.1858 	 206 	 143 	 146.2892 	 2.365464 	 0.01014593 	 0.01273943 	 1 
7240	618863616	5000	500	0.000000	1000	0.565650	289.4662 	 252 	 213 	 183.8694 	 2.436962 	 0.008413198 	 0.02091991 	 1 
7241	619283791	5000	500	0.000000	1000	0.978981	267.8152 	 234 	 232 	 168.6951 	 2.492971 	 0.009308303 	 0.002853946 	 0 
7242	619855229	5000	500	0.000000	1000	0.410534	555.089 	 489 	 189 	 350.8294 	 2.522272 	 0.004544227 	 0.001702508 	 0 
7243	620376246	5000	500	0.000000	1000	0.954726	634.2654 	 554.5 	 469 	 403.4133 	 2.418976 	 0.003814105 	 0.01120883 	 1 
7244	621115754	5000	500	0.000000	1000	0.946233	394.4262 	 344 	 395 	 248.3579 	 2.506863 	 0.006355372 	 0.003800385 	 0 
7245	621737613	5000	500	0.000000	1000	0.893273	470.5408 	 409 	 360 	 292.6668 	 2.526036 	 0.00536741 	 0.01273943 	 1 
7246	622292244	5000	500	0.000000	1000	0.863577	412.308 	 363 	 326 	 263.2623 	 2.457716 	 0.005960302 	 0.000412179 	 0 
7247	622947717	5000	500	0.000000	1000	0.572028	551.2178 	 484 	 180 	 351.9016 	 2.384212 	 0.004326387 	 0.01538975 	 1 
7248	623586383	5000	500	0.000000	1000	0.806759	395.1726 	 351 	 208 	 244.2132 	 2.453551 	 0.006209972 	 0.03544907 	 1 
7249	624359505	5000	500	0.000000	1000	0.490746	352.6062 	 300 	 208 	 234.2429 	 2.497341 	 0.007082761 	 3.306393e-06 	 0 
7250	624964557	5000	500	0.000000	1000	0.478152	426.2314 	 375 	 336 	 257.014 	 2.613282 	 0.006131777 	 0.01273943 	 1 
7251	625535995	5000	500	0.000000	1000	0.482053	778.38 	 693.5 	 987 	 484.3421 	 2.472589 	 0.003176583 	 0.000125043 	 0 
7252	626191468	5000	500	0.000000	1000	0.795113	662.3868 	 582 	 496 	 408.0036 	 2.532561 	 0.003823968 	 0.05815302 	 1 
7253	626964590	5000	500	0.000000	1000	0.155352	368.8482 	 332 	 569 	 213.3974 	 2.804249 	 0.007601622 	 0.001076486 	 0 
7254	627317537	5000	500	0.000000	1000	0.756567	462.3196 	 401 	 387 	 292.449 	 2.482701 	 0.005369516 	 0.001702508 	 0 
7255	627922589	5000	500	0.000000	1000	0.278679	755.6872 	 664 	 601 	 461.78 	 2.503619 	 0.003312448 	 0.03751331 	 1 
7256	628409992	5000	500	0.000000	1000	0.685104	417.3364 	 362 	 257 	 270.1197 	 2.385024 	 0.005713377 	 0.006177431 	 0 
7257	628998237	5000	500	0.000000	1000	0.348671	256.4742 	 229 	 234 	 157.0761 	 2.463705 	 0.009602103 	 0.03544907 	 1 
7258	629452026	5000	500	0.000000	1000	0.389271	228.4962 	 195 	 114 	 147.756 	 2.43304 	 0.01064924 	 0.01852464 	 1 
7259	629855394	5000	500	0.000000	1000	0.995069	586.2704 	 508 	 398 	 361.6466 	 2.53793 	 0.004328892 	 0.007071711 	 0 
7260	630594902	5000	500	0.000000	1000	0.539459	743.9788 	 654 	 713 	 455.0757 	 2.580005 	 0.003467386 	 0.0001489868 	 0 
7261	631317603	5000	500	0.000000	1000	0.969103	562.4906 	 501 	 383 	 346.1874 	 2.562107 	 0.004555246 	 0.008635679 	 0 
7262	632057111	5000	500	0.000000	1000	0.785058	379.6208 	 325 	 224 	 241.8515 	 2.429934 	 0.006399563 	 0.01637739 	 1 
7263	632678970	5000	500	0.000000	1000	0.949646	298.3176 	 258 	 143 	 192.1076 	 2.474477 	 0.008295257 	 0.007561748 	 0 
7264	633351250	5000	500	0.000000	1000	0.954590	277.1296 	 244 	 137 	 174.2096 	 2.521937 	 0.009099067 	 0.0005268194 	 0 
7265	633973109	5000	500	0.000000	1000	0.416577	429.966 	 377 	 185 	 268.7133 	 2.496632 	 0.005805781 	 0.002129532 	 0 
7266	634494126	5000	500	0.000000	1000	0.797353	485.408 	 420 	 313 	 304.755 	 2.465035 	 0.005078949 	 0.06462935 	 1 
7267	635082371	5000	500	0.000000	1000	0.698724	119.7114 	 104 	 50 	 76.18024 	 2.370172 	 0.01979627 	 0.01445589 	 1 
7268	635435318	5000	500	0.000000	1000	0.495307	357.3616 	 318 	 322 	 226.8775 	 2.409769 	 0.006745183 	 0.02503064 	 1 
7269	635956335	5000	500	0.000000	1000	0.369038	424.9732 	 373 	 256 	 268.3732 	 2.455934 	 0.005780169 	 0.01445589 	 1 
7270	636410124	5000	500	0.000000	1000	0.218059	383.1998 	 331 	 232 	 249.1469 	 2.429108 	 0.00634016 	 0.007071711 	 0 
7271	636796685	5000	500	0.000000	1000	0.919348	454.0724 	 402.5 	 292 	 281.7369 	 2.548539 	 0.005612334 	 0.01852464 	 1 
7272	637452158	5000	500	0.000000	1000	0.491763	351.3746 	 312 	 291 	 211.483 	 2.634443 	 0.007497255 	 0.01968982 	 1 
7273	637855526	5000	500	0.000000	1000	0.746419	282.2556 	 247 	 149 	 181.4469 	 2.48076 	 0.008789806 	 0.008635679 	 0 
7274	638342929	5000	500	0.000000	1000	0.497883	605.0778 	 548 	 397 	 377.1639 	 2.462226 	 0.004070073 	 0.001076486 	 0 
7275	639015209	5000	500	0.000000	1000	0.334267	259.4206 	 227 	 131 	 161.7562 	 2.425407 	 0.00934995 	 0.1177423 	 1 
7276	639401770	5000	500	0.000000	1000	0.587642	452.437 	 401 	 251 	 282.2014 	 2.437859 	 0.005388183 	 0.004374982 	 0 
7277	639973208	5000	500	0.000000	1000	0.675970	579.3678 	 505 	 361 	 369.1396 	 2.380271 	 0.00410747 	 0.001463605 	 0 
7278	640494225	5000	500	0.000000	1000	0.870095	623.5978 	 549 	 457 	 382.835 	 2.608135 	 0.004182676 	 0.0002104941 	 0 
7279	641267347	5000	500	0.000000	1000	0.820852	454.5026 	 394 	 250 	 288.0108 	 2.494356 	 0.005487605 	 0.01357327 	 1 
7280	641906013	5000	500	0.000000	1000	0.487937	505.6586 	 437 	 203 	 327.4053 	 2.365569 	 0.004677716 	 0.0007266593 	 0 
7281	642494258	5000	500	0.000000	1000	0.539913	689.607 	 604 	 418 	 434.9833 	 2.460075 	 0.003566832 	 0.0002104941 	 0 
7282	643116117	5000	500	0.000000	1000	0.632967	476.0974 	 419 	 251 	 305.8199 	 2.413753 	 0.005069226 	 0.0007266593 	 0 
7283	643704362	5000	500	0.000000	1000	0.421244	593.4984 	 524.5 	 537 	 380.7562 	 2.453848 	 0.00413453 	 0.001163116 	 0 
7284	644191765	5000	500	0.000000	1000	0.761094	283.9548 	 249 	 162 	 181.1889 	 2.436584 	 0.00857952 	 0.006177431 	 0 
7285	644880852	5000	500	0.000000	1000	0.975085	227.1866 	 200 	 146 	 142.0601 	 2.429689 	 0.0106964 	 0.01195204 	 1 
7286	645368255	5000	500	0.000000	1000	0.917959	296.2316 	 258 	 195 	 191.7575 	 2.265605 	 0.007648814 	 0.007071711 	 0 
7287	645838851	5000	500	0.000000	1000	0.534316	611.8316 	 549 	 568 	 384.4187 	 2.3474 	 0.003837748 	 0.005028403 	 0 
7288	646443903	5000	500	0.000000	1000	0.783449	584.1246 	 519 	 363 	 371.111 	 2.487464 	 0.004258451 	 0.0009209979 	 0 
7289	647082569	5000	500	0.000000	1000	0.886084	658.822 	 592 	 567 	 404.1235 	 2.450105 	 0.003719106 	 0.01195204 	 1 
7290	647670814	5000	500	0.000000	1000	0.570129	284.6672 	 253 	 180 	 180.5097 	 2.449895 	 0.008606518 	 0.01273943 	 1 
7291	648175024	5000	500	0.000000	1000	0.636664	427.0344 	 374 	 225 	 261.8996 	 2.539578 	 0.005947904 	 0.1122497 	 1 
7292	648796883	5000	500	0.000000	1000	0.194944	244.8456 	 213 	 162 	 148.6128 	 2.595449 	 0.01059887 	 0.008082509 	 0 
7293	649099409	5000	500	0.000000	1000	0.816206	751.721 	 665 	 362 	 476.8956 	 2.457043 	 0.003268557 	 0.002853946 	 0 
7294	649788496	5000	500	0.000000	1000	0.997247	548.6266 	 466 	 274 	 356.524 	 2.414179 	 0.004399306 	 0.003067621 	 0 
7295	650544811	5000	500	0.000000	1000	0.935928	530.053 	 461 	 357 	 338.9629 	 2.324596 	 0.004384433 	 0.01357327 	 1 
7296	651334740	5000	500	0.000000	1000	0.603221	344.8158 	 296.5 	 130 	 221.4507 	 2.386231 	 0.00692026 	 0.009223018 	 0 
7297	651855757	5000	500	0.000000	1000	0.563241	372.2542 	 321 	 194 	 234.2453 	 2.449379 	 0.006577597 	 0.007561748 	 0 
7298	652292739	5000	500	0.000000	1000	0.961020	292.3552 	 257 	 145 	 184.0128 	 2.43249 	 0.008320161 	 0.02503064 	 1 
7299	652847370	5000	500	0.000000	1000	0.740152	334.9244 	 294 	 217 	 207.8819 	 2.516408 	 0.007512355 	 0.09235169 	 1 
7300	653469229	5000	500	0.000000	1000	0.640005	489.7006 	 437 	 289 	 299.5755 	 2.610164 	 0.005332854 	 0.02655187 	 1 
7301	654124702	5000	500	0.000000	1000	0.511536	696.7806 	 601.5 	 588 	 433.2436 	 2.449035 	 0.003514452 	 0.004078391 	 0 
7302	654696140	5000	500	0.000000	1000	0.902176	500.4436 	 431 	 405 	 320.884 	 2.389303 	 0.004773987 	 0.03544907 	 1 
7303	655351613	5000	500	0.000000	1000	0.163338	706.5132 	 594 	 556 	 451.7638 	 2.498703 	 0.003536014 	 0.008082509 	 0 
7304	655754981	5000	500	0.000000	1000	0.615052	265.1466 	 231 	 186 	 167.982 	 2.476061 	 0.009333338 	 0.02091991 	 1 
7305	656141542	5000	500	0.000000	1000	0.927883	306.8852 	 264 	 182 	 201.1832 	 2.316762 	 0.007549552 	 0.02655187 	 1 
7306	656645752	5000	500	0.000000	1000	0.869086	380.0698 	 333 	 255 	 243.1266 	 2.470143 	 0.00649905 	 0.001163116 	 0 
7307	657183576	5000	500	0.000000	1000	0.842392	407.8744 	 354 	 345 	 264.0173 	 2.37471 	 0.00582274 	 0.006610785 	 0 
7308	657855856	5000	500	0.000000	1000	0.402851	864.0456 	 733.5 	 794 	 597.8379 	 2.226947 	 0.00257684 	 4.980139e-06 	 0 
7309	658528136	5000	500	0.000000	1000	0.858435	398.4854 	 354 	 346 	 251.3193 	 2.483395 	 0.006231297 	 0.0006709253 	 0 
7310	658998732	5000	500	0.000000	1000	0.287435	651.455 	 574 	 189 	 408.6838 	 2.551088 	 0.003915494 	 0.02221796 	 1 
7311	659486135	5000	500	0.000000	1000	0.593458	611.6152 	 539 	 214 	 369.4692 	 2.568593 	 0.004199503 	 0.004374982 	 0 
7312	660091187	5000	500	0.000000	1000	0.936328	237.8008 	 207 	 91 	 150.4592 	 2.51187 	 0.01056366 	 0.002292636 	 0 
7313	660595397	5000	500	0.000000	1000	0.877501	323.972 	 280 	 265 	 210.7939 	 2.385508 	 0.007363 	 0.0004474916 	 0 
7314	661200449	5000	500	0.000000	1000	0.584879	568.5822 	 483 	 421 	 365.595 	 2.444025 	 0.004294005 	 0.004374982 	 0 
7315	661839115	5000	500	0.000000	1000	0.983538	524.8388 	 463 	 425 	 325.0098 	 2.447686 	 0.004663519 	 0.12939 	 1 
7316	662494588	5000	500	0.000000	1000	0.551170	622.645 	 553 	 279 	 378.6713 	 2.61964 	 0.0042077 	 0.0005712676 	 0 
7317	663116447	5000	500	0.000000	1000	0.794579	338.8026 	 291.5 	 271 	 211.9911 	 2.543382 	 0.007505909 	 4.636096e-05 	 0 
7318	663620657	5000	500	0.000000	1000	0.921292	434.2802 	 382 	 417 	 275.4779 	 2.429275 	 0.005593495 	 0.001835106 	 0 
7319	664326551	5000	500	0.000000	1000	0.242852	444.6824 	 383.5 	 159 	 284.6785 	 2.348077 	 0.005280975 	 0.03544907 	 1 
7320	664797147	5000	500	0.000000	1000	0.857188	260.9324 	 227.5 	 240 	 169.4896 	 2.362764 	 0.009053128 	 0.006610785 	 0 
7321	665351778	5000	500	0.000000	1000	0.560294	282.1248 	 253 	 244 	 175.5808 	 2.429545 	 0.008613667 	 0.009846365 	 0 
7322	665855988	5000	500	0.000000	1000	0.675595	676.2136 	 601 	 552 	 419.098 	 2.498303 	 0.003693802 	 0.02221796 	 1 
7323	666629110	5000	500	0.000000	1000	0.631299	729.2056 	 629 	 683 	 476.752 	 2.303031 	 0.00315762 	 0.005028403 	 0 
7324	667301390	5000	500	0.000000	1000	0.690367	412.0292 	 358 	 274 	 257.4815 	 2.534003 	 0.00615021 	 0.01357327 	 1 
7325	667973670	5000	500	0.000000	1000	0.262791	575.293 	 502 	 518 	 367.7785 	 2.460037 	 0.004276485 	 0.02655187 	 1 
7326	668578722	5000	500	0.000000	1000	0.716473	881.5536 	 790 	 779 	 530.4744 	 2.662462 	 0.00301977 	 0.03751331 	 1 
7327	669402265	5000	500	0.000000	1000	0.748848	364.0624 	 328 	 184 	 223.3161 	 2.549606 	 0.007003463 	 0.0009959108 	 0 
7328	669923282	5000	500	0.000000	1000	0.926296	676.1376 	 594 	 366 	 419.2258 	 2.575261 	 0.003808308 	 0.004078391 	 0 
7329	670629176	5000	500	0.000000	1000	0.715774	693.4252 	 604.5 	 656 	 448.1375 	 2.300107 	 0.003316558 	 0.007071711 	 0 
7330	671385491	5000	500	0.000000	1000	0.872082	780.4834 	 694 	 442 	 481.7687 	 2.46772 	 0.003161872 	 0.04434906 	 1 
7331	672259455	5000	500	0.000000	1000	0.536847	507.9074 	 449 	 334 	 324.569 	 2.507515 	 0.004936664 	 0.0004474916 	 0 
7332	672763665	5000	500	0.000000	1000	0.686001	350.2182 	 314 	 233 	 214.536 	 2.477369 	 0.007073601 	 0.001076486 	 0 
7333	673435945	5000	500	0.000000	1000	0.959826	606.909 	 527 	 245 	 381.5981 	 2.56035 	 0.004218764 	 0.0004856352 	 0 
7334	674108225	5000	500	0.000000	1000	0.793579	393.4386 	 345 	 201 	 245.9207 	 2.386684 	 0.006067438 	 0.03348501 	 1 
7335	674746891	5000	500	0.000000	1000	0.871046	762.9424 	 677.5 	 440 	 477.5917 	 2.595291 	 0.003401897 	 0.0007266593 	 0 
7336	675469592	5000	500	0.000000	1000	0.884857	296.0578 	 262 	 246 	 183.1358 	 2.419999 	 0.008171817 	 0.008635679 	 0 
7337	676024223	5000	500	0.000000	1000	0.661856	388.0622 	 349 	 351 	 236.7491 	 2.548216 	 0.006566705 	 0.001702508 	 0 
7338	676444398	5000	500	0.000000	1000	0.616688	912.335 	 805 	 338 	 562.004 	 2.562424 	 0.002808742 	 0.01357327 	 1 
7339	677267941	5000	500	0.000000	1000	0.838991	235.5524 	 208 	 205 	 143.4937 	 2.563128 	 0.01088083 	 0.02091991 	 1 
7340	677822572	5000	500	0.000000	1000	0.497707	466.125 	 412 	 256 	 292.7338 	 2.47575 	 0.005310825 	 0.02091991 	 1 
7341	678394010	5000	500	0.000000	1000	0.867684	276.2024 	 242 	 148 	 173.9075 	 2.413847 	 0.008740088 	 0.01637739 	 1 
7342	678999062	5000	500	0.000000	1000	0.717233	388.062 	 339 	 281 	 245.594 	 2.411215 	 0.006213936 	 0.006610785 	 0 
7343	679570500	5000	500	0.000000	1000	0.186833	478.4834 	 425 	 446 	 314.8543 	 2.381987 	 0.004977723 	 7.32192e-05 	 0 
7344	680007482	5000	500	0.000000	1000	0.655424	746.237 	 673 	 461 	 463.2182 	 2.516005 	 0.00337095 	 0.002853946 	 0 
7345	680713376	5000	500	0.000000	1000	0.906524	594.454 	 522 	 681 	 370.9751 	 2.631594 	 0.004426281 	 0.001356221 	 0 
7346	681301621	5000	500	0.000000	1000	0.169175	932.532 	 822 	 444 	 588.5554 	 2.418016 	 0.00259306 	 0.02091991 	 1 
7347	681755410	5000	500	0.000000	1000	0.970887	418.9224 	 372 	 288 	 265.0501 	 2.390026 	 0.005705006 	 0.001835106 	 0 
7348	682427690	5000	500	0.000000	1000	0.882118	478.3974 	 410 	 371 	 309.1381 	 2.335979 	 0.004883134 	 0.007071711 	 0 
7349	683032742	5000	500	0.000000	1000	0.525085	536.4608 	 461.5 	 143 	 340.0912 	 2.482691 	 0.004628215 	 0.006610785 	 0 
7350	683654601	5000	500	0.000000	1000	0.702477	655.4148 	 562 	 1144 	 418.9649 	 2.436318 	 0.003717026 	 0.004691266 	 0 
7351	684427723	5000	500	0.000000	1000	0.434583	960.5634 	 859 	 868 	 597.0296 	 2.488341 	 0.002590844 	 4.226071e-05 	 0 
7352	685049582	5000	500	0.000000	1000	0.780527	504.3724 	 437 	 209 	 325.6898 	 2.359929 	 0.004678222 	 0.01357327 	 1 
7353	685705055	5000	500	0.000000	1000	0.318833	394.1074 	 347 	 348 	 246.7977 	 2.54177 	 0.006450127 	 0.006610785 	 0 
7354	686259686	5000	500	0.000000	1000	0.251168	432.8692 	 370 	 321 	 279.3785 	 2.402379 	 0.005549966 	 0.008635679 	 0 
7355	686679861	5000	500	0.000000	1000	0.336985	282.5046 	 247 	 231 	 175.6294 	 2.475035 	 0.008764385 	 0.170049 	 1 
7356	687100036	5000	500	0.000000	1000	0.473078	628.7984 	 540 	 267 	 408.549 	 2.39079 	 0.003801812 	 0.008082509 	 0 
7357	687654667	5000	500	0.000000	1000	0.838336	499.5844 	 439 	 503 	 317.9096 	 2.430486 	 0.004863835 	 0.004374982 	 0 
7358	688360561	5000	500	0.000000	1000	0.443390	398.5178 	 353 	 185 	 245.7672 	 2.430676 	 0.006098571 	 0.04434906 	 1 
7359	688780736	5000	500	0.000000	1000	0.757320	410.5114 	 362 	 496 	 258.5304 	 2.452838 	 0.005974328 	 0.005028403 	 0 
7360	689318560	5000	500	0.000000	1000	0.226039	528.5548 	 440 	 252 	 345.9247 	 2.436693 	 0.004610131 	 0.0002292602 	 0 
7361	689738735	5000	500	0.000000	1000	0.505971	533.0344 	 471 	 396 	 330.3172 	 2.428612 	 0.004556778 	 0.08786641 	 1 
7362	690226138	5000	500	0.000000	1000	0.990050	321.0502 	 286.5 	 190 	 198.0152 	 2.518729 	 0.007846653 	 0.02503064 	 1 
7363	690747155	5000	500	0.000000	1000	0.689241	776.6014 	 681 	 308 	 475.2105 	 2.627842 	 0.003384069 	 0.01357327 	 1 
7364	691469856	5000	500	0.000000	1000	0.743097	510.5084 	 440.5 	 475 	 330.4281 	 2.393506 	 0.004689177 	 0.004078391 	 0 
7365	692142136	5000	500	0.000000	1000	0.667112	305.4086 	 268 	 163 	 193.3372 	 2.32136 	 0.007601011 	 0.1419599 	 1 
7366	692730381	5000	500	0.000000	1000	0.926807	377.9038 	 331 	 197 	 234.3351 	 2.576473 	 0.006815792 	 0.002654092 	 0 
7367	693352240	5000	500	0.000000	1000	0.470289	300.144 	 259 	 212 	 194.293 	 2.378669 	 0.007924175 	 0.0004474916 	 0 
7368	693822836	5000	500	0.000000	1000	0.769193	577.992 	 506 	 198 	 356.9319 	 2.503628 	 0.004331129 	 0.1018978 	 1 
7369	694461502	5000	500	0.000000	1000	0.800162	406.0616 	 355 	 258 	 254.9233 	 2.438824 	 0.006005453 	 0.004078391 	 0 
7370	694948905	5000	500	0.000000	1000	0.347472	388.145 	 336 	 296 	 250.6071 	 2.447594 	 0.006306993 	 0.0002954967 	 0 
7371	695285045	5000	500	0.000000	1000	0.735921	346.1914 	 302.5 	 196 	 225.2563 	 2.366673 	 0.006837426 	 0.003295976 	 0 
7372	695755641	5000	500	0.000000	1000	0.417240	774.9938 	 678 	 847 	 497.1879 	 2.357579 	 0.003041479 	 0.002853946 	 0 
7373	696343886	5000	500	0.000000	1000	0.735707	903.668 	 794 	 538 	 552.8498 	 2.52591 	 0.0027951 	 0.03751331 	 1 
7374	697066587	5000	500	0.000000	1000	0.648926	376.6146 	 325 	 295 	 229.7912 	 2.516771 	 0.006682078 	 0.0003795012 	 0 
7375	697553990	5000	500	0.000000	1000	0.633478	753.8322 	 656 	 421 	 476.6864 	 2.429764 	 0.003223786 	 0.009223018 	 0 
7376	698142235	5000	500	0.000000	1000	0.939331	335.4116 	 292 	 289 	 215.3525 	 2.368299 	 0.007061832 	 0.02358712 	 1 
7377	698730480	5000	500	0.000000	1000	0.829101	243.341 	 213 	 145 	 161.1709 	 2.289646 	 0.009410317 	 0.001463605 	 0 
7378	699385953	5000	500	0.000000	1000	0.952414	684.8292 	 597 	 386 	 429.3938 	 2.465522 	 0.003598484 	 0.001578859 	 0 
7379	700243110	5000	500	0.000000	1000	0.679239	348.7312 	 310 	 248 	 213.6243 	 2.534723 	 0.007265954 	 0.007561748 	 0 
7380	700629671	5000	500	0.000000	1000	0.370047	579.3758 	 506 	 700 	 377.052 	 2.312193 	 0.003990487 	 0.03348501 	 1 
7381	701150688	5000	500	0.000000	1000	0.538546	519.889 	 453 	 293 	 330.0835 	 2.502283 	 0.004812767 	 0.003067621 	 0 
7382	701806161	5000	500	0.000000	1000	0.692503	254.9946 	 223 	 135 	 160.2713 	 2.492075 	 0.009774402 	 0.02358712 	 1 
7383	702243143	5000	500	0.000000	1000	0.489118	531.5462 	 460 	 261 	 337.6431 	 2.349434 	 0.004419356 	 0.01637739 	 1 
7384	702780967	5000	500	0.000000	1000	0.549908	531.1376 	 469 	 661 	 346.1317 	 2.324121 	 0.004375507 	 0.0005712676 	 0 
7385	703268370	5000	500	0.000000	1000	0.659041	812.3032 	 721 	 1031 	 505.1391 	 2.514429 	 0.003095266 	 0.0004856352 	 0 
7386	703873422	5000	500	0.000000	1000	0.743808	399.1686 	 348 	 343 	 246.2541 	 2.493434 	 0.006246642 	 0.006177431 	 0 
7387	704444860	5000	500	0.000000	1000	0.398065	777.894 	 692.5 	 446 	 466.8759 	 2.612488 	 0.003358731 	 0.02984147 	 1 
7388	704932263	5000	500	0.000000	1000	0.940196	530.0286 	 454.5 	 222 	 342.5076 	 2.397592 	 0.004523147 	 0.02815429 	 1 
7389	705554122	5000	500	0.000000	1000	0.867849	423.0096 	 368 	 300 	 266.845 	 2.521492 	 0.005962039 	 0.003067621 	 0 
7390	706175981	5000	500	0.000000	1000	0.796027	526.321 	 459 	 426 	 325.5957 	 2.527812 	 0.004802456 	 0.1018978 	 1 
7391	706696998	5000	500	0.000000	1000	0.948399	182.9028 	 159 	 126 	 118.0104 	 2.336977 	 0.01277575 	 0.03968188 	 1 
7392	707133980	5000	500	0.000000	1000	0.849155	553.5848 	 483 	 682 	 355.9361 	 2.444276 	 0.004414476 	 0.001163116 	 0 
7393	707739032	5000	500	0.000000	1000	0.932080	445.6494 	 398 	 271 	 276.5943 	 2.473937 	 0.005550047 	 0.02815429 	 1 
7394	708428119	5000	500	0.000000	1000	0.421120	453.414 	 393 	 366 	 285.9532 	 2.521269 	 0.005560083 	 0.01742144 	 1 
7395	708932329	5000	500	0.000000	1000	0.866981	569.0398 	 488 	 330 	 368.6199 	 2.377924 	 0.00417861 	 0.02091991 	 1 
7396	709470153	5000	500	0.000000	1000	0.670225	697.3432 	 615.5 	 246 	 431.3429 	 2.518931 	 0.003612745 	 0.009846365 	 0 
7397	710209661	5000	500	0.000000	1000	0.674601	443.4348 	 384 	 271 	 288.187 	 2.39685 	 0.005405394 	 0.001702508 	 0 
7398	710781099	5000	500	0.000000	1000	0.451091	503.3166 	 444 	 276 	 304.8379 	 2.544721 	 0.005057207 	 0.0002495995 	 0 
7399	711218081	5000	500	0.000000	1000	0.957971	346.9338 	 307 	 234 	 213.0573 	 2.550211 	 0.007351424 	 0.01050764 	 1 
7400	711772712	5000	500	0.000000	1000	0.805781	216.3616 	 184 	 155 	 138.6464 	 2.525693 	 0.0116747 	 0.004078391 	 0 
7401	712260115	5000	500	0.000000	1000	0.457240	303.9432 	 266 	 190 	 190.2182 	 2.462285 	 0.008100825 	 0.003539914 	 0 
7402	712713904	5000	500	0.000000	1000	0.990824	644.5102 	 573 	 414 	 410.9262 	 2.393108 	 0.00371303 	 0.002654092 	 0 
7403	713470219	5000	500	0.000000	1000	0.767689	392.291 	 337 	 165 	 257.8488 	 2.383458 	 0.006076862 	 0.006610785 	 0 
7404	714024850	5000	500	0.000000	1000	0.366801	720.6562 	 644 	 642 	 425.6085 	 2.654175 	 0.003683707 	 1.15472e-06 	 0 
7405	714495446	5000	500	0.000000	1000	0.185630	674.3714 	 583 	 404 	 405.9072 	 2.806206 	 0.004160857 	 0.0004474916 	 0 
7406	714915621	5000	500	0.000000	1000	0.960803	536.3164 	 469.5 	 323 	 335.3174 	 2.494777 	 0.004650782 	 0.009846365 	 0 
7407	715503866	5000	500	0.000000	1000	0.545243	313.255 	 270 	 243 	 202.6135 	 2.431419 	 0.007760183 	 0.002654092 	 0 
7408	715974462	5000	500	0.000000	1000	0.914770	457.5826 	 401 	 364 	 287.1808 	 2.497441 	 0.005457401 	 0.001356221 	 0 
7409	716680356	5000	500	0.000000	1000	0.809206	429.2648 	 375 	 384 	 266.166 	 2.496945 	 0.005817318 	 0.008635679 	 0 
7410	717319022	5000	500	0.000000	1000	0.419558	406.1022 	 352 	 256 	 265.7756 	 2.326368 	 0.005728053 	 0.003539914 	 0 
7411	717806425	5000	500	0.000000	1000	0.878450	525.8372 	 452.5 	 230 	 335.4963 	 2.390371 	 0.004546808 	 0.02655187 	 1 
7412	718529126	5000	500	0.000000	1000	0.508491	609.4862 	 541 	 388 	 377.3142 	 2.526649 	 0.004145843 	 0.01120883 	 1 
7413	719201406	5000	500	0.000000	1000	0.154609	519.5476 	 440.5 	 858 	 336.1202 	 2.440817 	 0.004698739 	 0.0001365182 	 0 
7414	719638388	5000	500	0.000000	1000	0.465947	363.6264 	 316 	 181 	 233.1537 	 2.478703 	 0.006816623 	 0.007561748 	 0 
7415	720108984	5000	500	0.000000	1000	0.880270	508.732 	 442 	 371 	 327.4657 	 2.380775 	 0.004679143 	 0.006177431 	 0 
7416	720798071	5000	500	0.000000	1000	0.492821	351.2308 	 316 	 326 	 209.8418 	 2.588433 	 0.007369647 	 0.003539914 	 0 
7417	721352702	5000	500	0.000000	1000	0.672485	521.3992 	 452 	 184 	 336.3808 	 2.381754 	 0.004570431 	 0.006177431 	 0 
7418	722024982	5000	500	0.000000	1000	0.789724	417.215 	 361 	 370 	 283.6216 	 2.260252 	 0.005418515 	 0.0001625292 	 0 
7419	722680455	5000	500	0.000000	1000	0.309597	525.235 	 475 	 234 	 312.8906 	 2.558983 	 0.004872157 	 0.004078391 	 0 
7420	723235086	5000	500	0.000000	1000	0.803121	352.6894 	 304 	 355 	 227.9855 	 2.434401 	 0.006901233 	 0.01050764 	 1 
7421	723873752	5000	500	0.000000	1000	0.524548	463.1802 	 396 	 339 	 293.0153 	 2.470297 	 0.005332433 	 0.008635679 	 0 
7422	724461997	5000	500	0.000000	1000	0.333635	544.582 	 488 	 117 	 344.0141 	 2.309845 	 0.004241888 	 0.001356221 	 0 
7423	725067049	5000	500	0.000000	1000	0.700519	851.4794 	 746 	 455 	 550.1603 	 2.356484 	 0.002767298 	 0.005770175 	 0 
